"Date","Daily.Max.8.hour.Ozone.Concentration","UNITS","DAILY_AQI_VALUE","Site.Name","COUNTY","SITE_LATITUDE","SITE_LONGITUDE","year","month","day"
2018-09-13,0.026,"ppm",24,"Bryson City","Swain",35.434767,-83.442133,2018,9,13
2018-09-14,0.025,"ppm",23,"Bryson City","Swain",35.434767,-83.442133,2018,9,14
2018-09-15,0.023,"ppm",21,"Bryson City","Swain",35.434767,-83.442133,2018,9,15
2018-09-16,0.013,"ppm",12,"Bryson City","Swain",35.434767,-83.442133,2018,9,16
2018-09-17,0.023,"ppm",21,"Bryson City","Swain",35.434767,-83.442133,2018,9,17
2018-09-18,0.029,"ppm",27,"Bryson City","Swain",35.434767,-83.442133,2018,9,18
2018-09-19,0.037,"ppm",34,"Bryson City","Swain",35.434767,-83.442133,2018,9,19
2018-09-20,0.038,"ppm",35,"Bryson City","Swain",35.434767,-83.442133,2018,9,20
2018-09-21,0.039,"ppm",36,"Bryson City","Swain",35.434767,-83.442133,2018,9,21
2018-09-22,0.037,"ppm",34,"Bryson City","Swain",35.434767,-83.442133,2018,9,22
2018-09-23,0.033,"ppm",31,"Bryson City","Swain",35.434767,-83.442133,2018,9,23
2018-09-24,0.026,"ppm",24,"Bryson City","Swain",35.434767,-83.442133,2018,9,24
2018-09-25,0.024,"ppm",22,"Bryson City","Swain",35.434767,-83.442133,2018,9,25
2018-09-26,0.017,"ppm",16,"Bryson City","Swain",35.434767,-83.442133,2018,9,26
2018-09-27,0.014,"ppm",13,"Bryson City","Swain",35.434767,-83.442133,2018,9,27
2018-09-28,0.029,"ppm",27,"Bryson City","Swain",35.434767,-83.442133,2018,9,28
2018-09-29,0.031,"ppm",29,"Bryson City","Swain",35.434767,-83.442133,2018,9,29
2018-09-30,0.031,"ppm",29,"Bryson City","Swain",35.434767,-83.442133,2018,9,30
2018-10-01,0.031,"ppm",29,"Bryson City","Swain",35.434767,-83.442133,2018,10,1
2018-10-02,0.035,"ppm",32,"Bryson City","Swain",35.434767,-83.442133,2018,10,2
2018-10-03,0.03,"ppm",28,"Bryson City","Swain",35.434767,-83.442133,2018,10,3
2018-10-04,0.034,"ppm",31,"Bryson City","Swain",35.434767,-83.442133,2018,10,4
2018-10-05,0.03,"ppm",28,"Bryson City","Swain",35.434767,-83.442133,2018,10,5
2018-10-06,0.035,"ppm",32,"Bryson City","Swain",35.434767,-83.442133,2018,10,6
2018-10-07,0.032,"ppm",30,"Bryson City","Swain",35.434767,-83.442133,2018,10,7
2018-10-08,0.035,"ppm",32,"Bryson City","Swain",35.434767,-83.442133,2018,10,8
2018-10-12,0.036,"ppm",33,"Bryson City","Swain",35.434767,-83.442133,2018,10,12
2018-10-13,0.036,"ppm",33,"Bryson City","Swain",35.434767,-83.442133,2018,10,13
2018-10-14,0.032,"ppm",30,"Bryson City","Swain",35.434767,-83.442133,2018,10,14
2018-10-15,0.033,"ppm",31,"Bryson City","Swain",35.434767,-83.442133,2018,10,15
2018-10-16,0.024,"ppm",22,"Bryson City","Swain",35.434767,-83.442133,2018,10,16
2018-10-17,0.033,"ppm",31,"Bryson City","Swain",35.434767,-83.442133,2018,10,17
2018-10-18,0.035,"ppm",32,"Bryson City","Swain",35.434767,-83.442133,2018,10,18
2018-10-19,0.036,"ppm",33,"Bryson City","Swain",35.434767,-83.442133,2018,10,19
2018-10-20,0.04,"ppm",37,"Bryson City","Swain",35.434767,-83.442133,2018,10,20
2018-10-21,0.035,"ppm",32,"Bryson City","Swain",35.434767,-83.442133,2018,10,21
2018-10-22,0.028,"ppm",26,"Bryson City","Swain",35.434767,-83.442133,2018,10,22
2018-10-24,0.035,"ppm",32,"Bryson City","Swain",35.434767,-83.442133,2018,10,24
2018-10-25,0.034,"ppm",31,"Bryson City","Swain",35.434767,-83.442133,2018,10,25
2018-10-26,0.035,"ppm",32,"Bryson City","Swain",35.434767,-83.442133,2018,10,26
2018-10-27,0.033,"ppm",31,"Bryson City","Swain",35.434767,-83.442133,2018,10,27
2018-10-28,0.042,"ppm",39,"Bryson City","Swain",35.434767,-83.442133,2018,10,28
2018-10-29,0.041,"ppm",38,"Bryson City","Swain",35.434767,-83.442133,2018,10,29
2018-10-30,0.033,"ppm",31,"Bryson City","Swain",35.434767,-83.442133,2018,10,30
2018-10-31,0.038,"ppm",35,"Bryson City","Swain",35.434767,-83.442133,2018,10,31
2018-11-01,0.038,"ppm",35,"Bryson City","Swain",35.434767,-83.442133,2018,11,1
2018-11-02,0.029,"ppm",27,"Bryson City","Swain",35.434767,-83.442133,2018,11,2
2018-11-03,0.036,"ppm",33,"Bryson City","Swain",35.434767,-83.442133,2018,11,3
2018-11-04,0.042,"ppm",39,"Bryson City","Swain",35.434767,-83.442133,2018,11,4
2018-11-05,0.031,"ppm",29,"Bryson City","Swain",35.434767,-83.442133,2018,11,5
2018-11-06,0.039,"ppm",36,"Bryson City","Swain",35.434767,-83.442133,2018,11,6
2018-11-07,0.031,"ppm",29,"Bryson City","Swain",35.434767,-83.442133,2018,11,7
2018-11-08,0.027,"ppm",25,"Bryson City","Swain",35.434767,-83.442133,2018,11,8
2018-11-09,0.025,"ppm",23,"Bryson City","Swain",35.434767,-83.442133,2018,11,9
2018-11-10,0.038,"ppm",35,"Bryson City","Swain",35.434767,-83.442133,2018,11,10
2018-11-11,0.035,"ppm",32,"Bryson City","Swain",35.434767,-83.442133,2018,11,11
2018-11-12,0.023,"ppm",21,"Bryson City","Swain",35.434767,-83.442133,2018,11,12
2018-11-13,0.019,"ppm",18,"Bryson City","Swain",35.434767,-83.442133,2018,11,13
2018-11-14,0.034,"ppm",31,"Bryson City","Swain",35.434767,-83.442133,2018,11,14
2018-11-15,0.03,"ppm",28,"Bryson City","Swain",35.434767,-83.442133,2018,11,15
2018-11-16,0.041,"ppm",38,"Bryson City","Swain",35.434767,-83.442133,2018,11,16
2018-11-17,0.027,"ppm",25,"Bryson City","Swain",35.434767,-83.442133,2018,11,17
2018-11-18,0.029,"ppm",27,"Bryson City","Swain",35.434767,-83.442133,2018,11,18
2018-11-19,0.035,"ppm",32,"Bryson City","Swain",35.434767,-83.442133,2018,11,19
2018-11-20,0.032,"ppm",30,"Bryson City","Swain",35.434767,-83.442133,2018,11,20
2018-11-21,0.03,"ppm",28,"Bryson City","Swain",35.434767,-83.442133,2018,11,21
2018-11-22,0.034,"ppm",31,"Bryson City","Swain",35.434767,-83.442133,2018,11,22
2018-11-23,0.037,"ppm",34,"Bryson City","Swain",35.434767,-83.442133,2018,11,23
2018-11-24,0.032,"ppm",30,"Bryson City","Swain",35.434767,-83.442133,2018,11,24
2018-11-25,0.029,"ppm",27,"Bryson City","Swain",35.434767,-83.442133,2018,11,25
2018-11-26,0.026,"ppm",24,"Bryson City","Swain",35.434767,-83.442133,2018,11,26
2018-11-27,0.033,"ppm",31,"Bryson City","Swain",35.434767,-83.442133,2018,11,27
2018-11-28,0.032,"ppm",30,"Bryson City","Swain",35.434767,-83.442133,2018,11,28
2018-11-29,0.014,"ppm",13,"Bryson City","Swain",35.434767,-83.442133,2018,11,29
2018-11-30,0.005,"ppm",5,"Bryson City","Swain",35.434767,-83.442133,2018,11,30
2018-12-01,0.029,"ppm",27,"Bryson City","Swain",35.434767,-83.442133,2018,12,1
2018-12-02,0.042,"ppm",39,"Bryson City","Swain",35.434767,-83.442133,2018,12,2
2018-12-03,0.04,"ppm",37,"Bryson City","Swain",35.434767,-83.442133,2018,12,3
2018-12-04,0.027,"ppm",25,"Bryson City","Swain",35.434767,-83.442133,2018,12,4
2018-12-05,0.03,"ppm",28,"Bryson City","Swain",35.434767,-83.442133,2018,12,5
2018-12-06,0.025,"ppm",23,"Bryson City","Swain",35.434767,-83.442133,2018,12,6
2018-12-07,0.031,"ppm",29,"Bryson City","Swain",35.434767,-83.442133,2018,12,7
2018-12-08,0.035,"ppm",32,"Bryson City","Swain",35.434767,-83.442133,2018,12,8
2018-12-09,0.037,"ppm",34,"Bryson City","Swain",35.434767,-83.442133,2018,12,9
2018-03-01,0.037,"ppm",34,"","Swain",35.498711,-83.310242,2018,3,1
2018-03-02,0.046,"ppm",43,"","Swain",35.498711,-83.310242,2018,3,2
2018-03-03,0.045,"ppm",42,"","Swain",35.498711,-83.310242,2018,3,3
2018-03-04,0.043,"ppm",40,"","Swain",35.498711,-83.310242,2018,3,4
2018-03-05,0.045,"ppm",42,"","Swain",35.498711,-83.310242,2018,3,5
2018-03-06,0.038,"ppm",35,"","Swain",35.498711,-83.310242,2018,3,6
2018-03-07,0.04,"ppm",37,"","Swain",35.498711,-83.310242,2018,3,7
2018-03-08,0.042,"ppm",39,"","Swain",35.498711,-83.310242,2018,3,8
2018-03-09,0.046,"ppm",43,"","Swain",35.498711,-83.310242,2018,3,9
2018-03-10,0.035,"ppm",32,"","Swain",35.498711,-83.310242,2018,3,10
2018-03-11,0.036,"ppm",33,"","Swain",35.498711,-83.310242,2018,3,11
2018-03-12,0.046,"ppm",43,"","Swain",35.498711,-83.310242,2018,3,12
2018-03-13,0.045,"ppm",42,"","Swain",35.498711,-83.310242,2018,3,13
2018-03-14,0.045,"ppm",42,"","Swain",35.498711,-83.310242,2018,3,14
2018-03-15,0.055,"ppm",51,"","Swain",35.498711,-83.310242,2018,3,15
2018-03-16,0.058,"ppm",61,"","Swain",35.498711,-83.310242,2018,3,16
2018-03-17,0.047,"ppm",44,"","Swain",35.498711,-83.310242,2018,3,17
2018-03-18,0.045,"ppm",42,"","Swain",35.498711,-83.310242,2018,3,18
2018-03-19,0.041,"ppm",38,"","Swain",35.498711,-83.310242,2018,3,19
2018-03-20,0.042,"ppm",39,"","Swain",35.498711,-83.310242,2018,3,20
2018-03-21,0.039,"ppm",36,"","Swain",35.498711,-83.310242,2018,3,21
2018-03-22,0.046,"ppm",43,"","Swain",35.498711,-83.310242,2018,3,22
2018-03-23,0.048,"ppm",44,"","Swain",35.498711,-83.310242,2018,3,23
2018-03-24,0.035,"ppm",32,"","Swain",35.498711,-83.310242,2018,3,24
2018-03-25,0.045,"ppm",42,"","Swain",35.498711,-83.310242,2018,3,25
2018-03-26,0.047,"ppm",44,"","Swain",35.498711,-83.310242,2018,3,26
2018-03-27,0.037,"ppm",34,"","Swain",35.498711,-83.310242,2018,3,27
2018-03-28,0.041,"ppm",38,"","Swain",35.498711,-83.310242,2018,3,28
2018-03-29,0.049,"ppm",45,"","Swain",35.498711,-83.310242,2018,3,29
2018-03-30,0.042,"ppm",39,"","Swain",35.498711,-83.310242,2018,3,30
2018-03-31,0.048,"ppm",44,"","Swain",35.498711,-83.310242,2018,3,31
2018-04-01,0.049,"ppm",45,"","Swain",35.498711,-83.310242,2018,4,1
2018-04-02,0.049,"ppm",45,"","Swain",35.498711,-83.310242,2018,4,2
2018-04-03,0.045,"ppm",42,"","Swain",35.498711,-83.310242,2018,4,3
2018-04-04,0.045,"ppm",42,"","Swain",35.498711,-83.310242,2018,4,4
2018-04-05,0.05,"ppm",46,"","Swain",35.498711,-83.310242,2018,4,5
2018-04-06,0.042,"ppm",39,"","Swain",35.498711,-83.310242,2018,4,6
2018-04-07,0.039,"ppm",36,"","Swain",35.498711,-83.310242,2018,4,7
2018-04-08,0.045,"ppm",42,"","Swain",35.498711,-83.310242,2018,4,8
2018-04-09,0.037,"ppm",34,"","Swain",35.498711,-83.310242,2018,4,9
2018-04-10,0.046,"ppm",43,"","Swain",35.498711,-83.310242,2018,4,10
2018-04-11,0.043,"ppm",40,"","Swain",35.498711,-83.310242,2018,4,11
2018-04-12,0.06,"ppm",67,"","Swain",35.498711,-83.310242,2018,4,12
2018-04-13,0.061,"ppm",71,"","Swain",35.498711,-83.310242,2018,4,13
2018-04-14,0.047,"ppm",44,"","Swain",35.498711,-83.310242,2018,4,14
2018-04-15,0.038,"ppm",35,"","Swain",35.498711,-83.310242,2018,4,15
2018-04-16,0.041,"ppm",38,"","Swain",35.498711,-83.310242,2018,4,16
2018-04-17,0.055,"ppm",51,"","Swain",35.498711,-83.310242,2018,4,17
2018-04-18,0.058,"ppm",61,"","Swain",35.498711,-83.310242,2018,4,18
2018-04-19,0.045,"ppm",42,"","Swain",35.498711,-83.310242,2018,4,19
2018-04-20,0.055,"ppm",51,"","Swain",35.498711,-83.310242,2018,4,20
2018-04-21,0.061,"ppm",71,"","Swain",35.498711,-83.310242,2018,4,21
2018-04-22,0.042,"ppm",39,"","Swain",35.498711,-83.310242,2018,4,22
2018-04-24,0.042,"ppm",39,"","Swain",35.498711,-83.310242,2018,4,24
2018-04-25,0.044,"ppm",41,"","Swain",35.498711,-83.310242,2018,4,25
2018-04-26,0.032,"ppm",30,"","Swain",35.498711,-83.310242,2018,4,26
2018-04-27,0.059,"ppm",64,"","Swain",35.498711,-83.310242,2018,4,27
2018-04-28,0.062,"ppm",74,"","Swain",35.498711,-83.310242,2018,4,28
2018-04-29,0.054,"ppm",50,"","Swain",35.498711,-83.310242,2018,4,29
2018-04-30,0.052,"ppm",48,"","Swain",35.498711,-83.310242,2018,4,30
2018-05-01,0.064,"ppm",80,"","Swain",35.498711,-83.310242,2018,5,1
2018-05-02,0.059,"ppm",64,"","Swain",35.498711,-83.310242,2018,5,2
2018-05-03,0.059,"ppm",64,"","Swain",35.498711,-83.310242,2018,5,3
2018-05-04,0.05,"ppm",46,"","Swain",35.498711,-83.310242,2018,5,4
2018-05-05,0.043,"ppm",40,"","Swain",35.498711,-83.310242,2018,5,5
2018-05-06,0.056,"ppm",54,"","Swain",35.498711,-83.310242,2018,5,6
2018-05-07,0.055,"ppm",51,"","Swain",35.498711,-83.310242,2018,5,7
2018-05-08,0.051,"ppm",47,"","Swain",35.498711,-83.310242,2018,5,8
2018-05-09,0.052,"ppm",48,"","Swain",35.498711,-83.310242,2018,5,9
2018-05-10,0.056,"ppm",54,"","Swain",35.498711,-83.310242,2018,5,10
2018-05-11,0.046,"ppm",43,"","Swain",35.498711,-83.310242,2018,5,11
2018-05-12,0.053,"ppm",49,"","Swain",35.498711,-83.310242,2018,5,12
2018-05-13,0.051,"ppm",47,"","Swain",35.498711,-83.310242,2018,5,13
2018-05-14,0.048,"ppm",44,"","Swain",35.498711,-83.310242,2018,5,14
2018-05-15,0.032,"ppm",30,"","Swain",35.498711,-83.310242,2018,5,15
2018-05-16,0.023,"ppm",21,"","Swain",35.498711,-83.310242,2018,5,16
2018-05-17,0.033,"ppm",31,"","Swain",35.498711,-83.310242,2018,5,17
2018-05-18,0.03,"ppm",28,"","Swain",35.498711,-83.310242,2018,5,18
2018-05-19,0.041,"ppm",38,"","Swain",35.498711,-83.310242,2018,5,19
2018-05-20,0.036,"ppm",33,"","Swain",35.498711,-83.310242,2018,5,20
2018-05-21,0.038,"ppm",35,"","Swain",35.498711,-83.310242,2018,5,21
2018-05-22,0.028,"ppm",26,"","Swain",35.498711,-83.310242,2018,5,22
2018-05-23,0.04,"ppm",37,"","Swain",35.498711,-83.310242,2018,5,23
2018-05-24,0.047,"ppm",44,"","Swain",35.498711,-83.310242,2018,5,24
2018-05-25,0.036,"ppm",33,"","Swain",35.498711,-83.310242,2018,5,25
2018-05-26,0.036,"ppm",33,"","Swain",35.498711,-83.310242,2018,5,26
2018-05-27,0.031,"ppm",29,"","Swain",35.498711,-83.310242,2018,5,27
2018-05-28,0.015,"ppm",14,"","Swain",35.498711,-83.310242,2018,5,28
2018-05-29,0.016,"ppm",15,"","Swain",35.498711,-83.310242,2018,5,29
2018-05-30,0.034,"ppm",31,"","Swain",35.498711,-83.310242,2018,5,30
2018-05-31,0.033,"ppm",31,"","Swain",35.498711,-83.310242,2018,5,31
2018-06-01,0.047,"ppm",44,"","Swain",35.498711,-83.310242,2018,6,1
2018-06-02,0.037,"ppm",34,"","Swain",35.498711,-83.310242,2018,6,2
2018-06-03,0.041,"ppm",38,"","Swain",35.498711,-83.310242,2018,6,3
2018-06-04,0.06,"ppm",67,"","Swain",35.498711,-83.310242,2018,6,4
2018-06-05,0.05,"ppm",46,"","Swain",35.498711,-83.310242,2018,6,5
2018-06-06,0.049,"ppm",45,"","Swain",35.498711,-83.310242,2018,6,6
2018-06-07,0.061,"ppm",71,"","Swain",35.498711,-83.310242,2018,6,7
2018-06-08,0.05,"ppm",46,"","Swain",35.498711,-83.310242,2018,6,8
2018-06-09,0.039,"ppm",36,"","Swain",35.498711,-83.310242,2018,6,9
2018-06-10,0.041,"ppm",38,"","Swain",35.498711,-83.310242,2018,6,10
2018-06-11,0.033,"ppm",31,"","Swain",35.498711,-83.310242,2018,6,11
2018-06-12,0.042,"ppm",39,"","Swain",35.498711,-83.310242,2018,6,12
2018-06-13,0.031,"ppm",29,"","Swain",35.498711,-83.310242,2018,6,13
2018-06-14,0.045,"ppm",42,"","Swain",35.498711,-83.310242,2018,6,14
2018-06-15,0.049,"ppm",45,"","Swain",35.498711,-83.310242,2018,6,15
2018-06-16,0.046,"ppm",43,"","Swain",35.498711,-83.310242,2018,6,16
2018-06-17,0.04,"ppm",37,"","Swain",35.498711,-83.310242,2018,6,17
2018-06-18,0.038,"ppm",35,"","Swain",35.498711,-83.310242,2018,6,18
2018-06-19,0.033,"ppm",31,"","Swain",35.498711,-83.310242,2018,6,19
2018-06-20,0.024,"ppm",22,"","Swain",35.498711,-83.310242,2018,6,20
2018-06-21,0.022,"ppm",20,"","Swain",35.498711,-83.310242,2018,6,21
2018-06-22,0.043,"ppm",40,"","Swain",35.498711,-83.310242,2018,6,22
2018-06-23,0.042,"ppm",39,"","Swain",35.498711,-83.310242,2018,6,23
2018-06-24,0.032,"ppm",30,"","Swain",35.498711,-83.310242,2018,6,24
2018-06-25,0.03,"ppm",28,"","Swain",35.498711,-83.310242,2018,6,25
2018-06-26,0.022,"ppm",20,"","Swain",35.498711,-83.310242,2018,6,26
2018-06-27,0.024,"ppm",22,"","Swain",35.498711,-83.310242,2018,6,27
2018-06-28,0.031,"ppm",29,"","Swain",35.498711,-83.310242,2018,6,28
2018-06-29,0.04,"ppm",37,"","Swain",35.498711,-83.310242,2018,6,29
2018-06-30,0.044,"ppm",41,"","Swain",35.498711,-83.310242,2018,6,30
2018-07-01,0.034,"ppm",31,"","Swain",35.498711,-83.310242,2018,7,1
2018-07-02,0.036,"ppm",33,"","Swain",35.498711,-83.310242,2018,7,2
2018-07-03,0.033,"ppm",31,"","Swain",35.498711,-83.310242,2018,7,3
2018-07-04,0.046,"ppm",43,"","Swain",35.498711,-83.310242,2018,7,4
2018-07-05,0.034,"ppm",31,"","Swain",35.498711,-83.310242,2018,7,5
2018-07-06,0.029,"ppm",27,"","Swain",35.498711,-83.310242,2018,7,6
2018-07-07,0.027,"ppm",25,"","Swain",35.498711,-83.310242,2018,7,7
2018-07-08,0.037,"ppm",34,"","Swain",35.498711,-83.310242,2018,7,8
2018-07-09,0.041,"ppm",38,"","Swain",35.498711,-83.310242,2018,7,9
2018-07-10,0.041,"ppm",38,"","Swain",35.498711,-83.310242,2018,7,10
2018-07-11,0.037,"ppm",34,"","Swain",35.498711,-83.310242,2018,7,11
2018-07-12,0.036,"ppm",33,"","Swain",35.498711,-83.310242,2018,7,12
2018-07-13,0.044,"ppm",41,"","Swain",35.498711,-83.310242,2018,7,13
2018-07-14,0.046,"ppm",43,"","Swain",35.498711,-83.310242,2018,7,14
2018-07-15,0.035,"ppm",32,"","Swain",35.498711,-83.310242,2018,7,15
2018-07-16,0.031,"ppm",29,"","Swain",35.498711,-83.310242,2018,7,16
2018-07-17,0.029,"ppm",27,"","Swain",35.498711,-83.310242,2018,7,17
2018-07-18,0.033,"ppm",31,"","Swain",35.498711,-83.310242,2018,7,18
2018-07-19,0.047,"ppm",44,"","Swain",35.498711,-83.310242,2018,7,19
2018-07-20,0.046,"ppm",43,"","Swain",35.498711,-83.310242,2018,7,20
2018-07-21,0.048,"ppm",44,"","Swain",35.498711,-83.310242,2018,7,21
2018-07-22,0.034,"ppm",31,"","Swain",35.498711,-83.310242,2018,7,22
2018-07-23,0.038,"ppm",35,"","Swain",35.498711,-83.310242,2018,7,23
2018-07-27,0.047,"ppm",44,"","Swain",35.498711,-83.310242,2018,7,27
2018-07-28,0.041,"ppm",38,"","Swain",35.498711,-83.310242,2018,7,28
2018-07-29,0.045,"ppm",42,"","Swain",35.498711,-83.310242,2018,7,29
2018-07-30,0.045,"ppm",42,"","Swain",35.498711,-83.310242,2018,7,30
2018-07-31,0.032,"ppm",30,"","Swain",35.498711,-83.310242,2018,7,31
2018-08-01,0.031,"ppm",29,"","Swain",35.498711,-83.310242,2018,8,1
2018-08-02,0.025,"ppm",23,"","Swain",35.498711,-83.310242,2018,8,2
2018-08-03,0.023,"ppm",21,"","Swain",35.498711,-83.310242,2018,8,3
2018-08-04,0.025,"ppm",23,"","Swain",35.498711,-83.310242,2018,8,4
2018-08-05,0.027,"ppm",25,"","Swain",35.498711,-83.310242,2018,8,5
2018-08-06,0.021,"ppm",19,"","Swain",35.498711,-83.310242,2018,8,6
2018-02-26,0.037,"ppm",34,"Monroe School","Union",34.97403892,-80.54062183,2018,2,26
2018-02-27,0.046,"ppm",43,"Monroe School","Union",34.97403892,-80.54062183,2018,2,27
2018-02-28,0.039,"ppm",36,"Monroe School","Union",34.97403892,-80.54062183,2018,2,28
2018-03-01,0.041,"ppm",38,"Monroe School","Union",34.97403892,-80.54062183,2018,3,1
2018-03-02,0.049,"ppm",45,"Monroe School","Union",34.97403892,-80.54062183,2018,3,2
2018-03-03,0.047,"ppm",44,"Monroe School","Union",34.97403892,-80.54062183,2018,3,3
2018-03-04,0.051,"ppm",47,"Monroe School","Union",34.97403892,-80.54062183,2018,3,4
2018-03-05,0.05,"ppm",46,"Monroe School","Union",34.97403892,-80.54062183,2018,3,5
2018-03-06,0.026,"ppm",24,"Monroe School","Union",34.97403892,-80.54062183,2018,3,6
2018-03-07,0.039,"ppm",36,"Monroe School","Union",34.97403892,-80.54062183,2018,3,7
2018-03-08,0.045,"ppm",42,"Monroe School","Union",34.97403892,-80.54062183,2018,3,8
2018-03-09,0.049,"ppm",45,"Monroe School","Union",34.97403892,-80.54062183,2018,3,9
2018-03-10,0.05,"ppm",46,"Monroe School","Union",34.97403892,-80.54062183,2018,3,10
2018-03-11,0.033,"ppm",31,"Monroe School","Union",34.97403892,-80.54062183,2018,3,11
2018-03-12,0.04,"ppm",37,"Monroe School","Union",34.97403892,-80.54062183,2018,3,12
2018-03-13,0.049,"ppm",45,"Monroe School","Union",34.97403892,-80.54062183,2018,3,13
2018-03-14,0.049,"ppm",45,"Monroe School","Union",34.97403892,-80.54062183,2018,3,14
2018-03-15,0.055,"ppm",51,"Monroe School","Union",34.97403892,-80.54062183,2018,3,15
2018-03-16,0.065,"ppm",84,"Monroe School","Union",34.97403892,-80.54062183,2018,3,16
2018-03-17,0.048,"ppm",44,"Monroe School","Union",34.97403892,-80.54062183,2018,3,17
2018-03-18,0.048,"ppm",44,"Monroe School","Union",34.97403892,-80.54062183,2018,3,18
2018-03-19,0.048,"ppm",44,"Monroe School","Union",34.97403892,-80.54062183,2018,3,19
2018-03-20,0.034,"ppm",31,"Monroe School","Union",34.97403892,-80.54062183,2018,3,20
2018-03-21,0.037,"ppm",34,"Monroe School","Union",34.97403892,-80.54062183,2018,3,21
2018-03-22,0.05,"ppm",46,"Monroe School","Union",34.97403892,-80.54062183,2018,3,22
2018-03-23,0.055,"ppm",51,"Monroe School","Union",34.97403892,-80.54062183,2018,3,23
2018-03-24,0.046,"ppm",43,"Monroe School","Union",34.97403892,-80.54062183,2018,3,24
2018-03-25,0.048,"ppm",44,"Monroe School","Union",34.97403892,-80.54062183,2018,3,25
2018-03-26,0.05,"ppm",46,"Monroe School","Union",34.97403892,-80.54062183,2018,3,26
2018-03-27,0.038,"ppm",35,"Monroe School","Union",34.97403892,-80.54062183,2018,3,27
2018-03-28,0.045,"ppm",42,"Monroe School","Union",34.97403892,-80.54062183,2018,3,28
2018-03-29,0.054,"ppm",50,"Monroe School","Union",34.97403892,-80.54062183,2018,3,29
2018-03-30,0.044,"ppm",41,"Monroe School","Union",34.97403892,-80.54062183,2018,3,30
2018-03-31,0.05,"ppm",46,"Monroe School","Union",34.97403892,-80.54062183,2018,3,31
2018-04-01,0.053,"ppm",49,"Monroe School","Union",34.97403892,-80.54062183,2018,4,1
2018-04-02,0.056,"ppm",54,"Monroe School","Union",34.97403892,-80.54062183,2018,4,2
2018-04-03,0.048,"ppm",44,"Monroe School","Union",34.97403892,-80.54062183,2018,4,3
2018-04-04,0.049,"ppm",45,"Monroe School","Union",34.97403892,-80.54062183,2018,4,4
2018-04-05,0.054,"ppm",50,"Monroe School","Union",34.97403892,-80.54062183,2018,4,5
2018-04-06,0.057,"ppm",58,"Monroe School","Union",34.97403892,-80.54062183,2018,4,6
2018-04-07,0.044,"ppm",41,"Monroe School","Union",34.97403892,-80.54062183,2018,4,7
2018-04-08,0.05,"ppm",46,"Monroe School","Union",34.97403892,-80.54062183,2018,4,8
2018-04-09,0.043,"ppm",40,"Monroe School","Union",34.97403892,-80.54062183,2018,4,9
2018-04-10,0.051,"ppm",47,"Monroe School","Union",34.97403892,-80.54062183,2018,4,10
2018-04-11,0.053,"ppm",49,"Monroe School","Union",34.97403892,-80.54062183,2018,4,11
2018-04-12,0.058,"ppm",61,"Monroe School","Union",34.97403892,-80.54062183,2018,4,12
2018-04-13,0.058,"ppm",61,"Monroe School","Union",34.97403892,-80.54062183,2018,4,13
2018-04-14,0.053,"ppm",49,"Monroe School","Union",34.97403892,-80.54062183,2018,4,14
2018-04-15,0.039,"ppm",36,"Monroe School","Union",34.97403892,-80.54062183,2018,4,15
2018-04-16,0.038,"ppm",35,"Monroe School","Union",34.97403892,-80.54062183,2018,4,16
2018-04-17,0.056,"ppm",54,"Monroe School","Union",34.97403892,-80.54062183,2018,4,17
2018-04-18,0.062,"ppm",74,"Monroe School","Union",34.97403892,-80.54062183,2018,4,18
2018-04-19,0.055,"ppm",51,"Monroe School","Union",34.97403892,-80.54062183,2018,4,19
2018-04-20,0.061,"ppm",71,"Monroe School","Union",34.97403892,-80.54062183,2018,4,20
2018-04-21,0.06,"ppm",67,"Monroe School","Union",34.97403892,-80.54062183,2018,4,21
2018-04-22,0.056,"ppm",54,"Monroe School","Union",34.97403892,-80.54062183,2018,4,22
2018-04-23,0.044,"ppm",41,"Monroe School","Union",34.97403892,-80.54062183,2018,4,23
2018-04-24,0.039,"ppm",36,"Monroe School","Union",34.97403892,-80.54062183,2018,4,24
2018-04-25,0.047,"ppm",44,"Monroe School","Union",34.97403892,-80.54062183,2018,4,25
2018-04-26,0.043,"ppm",40,"Monroe School","Union",34.97403892,-80.54062183,2018,4,26
2018-04-27,0.052,"ppm",48,"Monroe School","Union",34.97403892,-80.54062183,2018,4,27
2018-04-28,0.062,"ppm",74,"Monroe School","Union",34.97403892,-80.54062183,2018,4,28
2018-04-29,0.051,"ppm",47,"Monroe School","Union",34.97403892,-80.54062183,2018,4,29
2018-04-30,0.059,"ppm",64,"Monroe School","Union",34.97403892,-80.54062183,2018,4,30
2018-05-01,0.062,"ppm",74,"Monroe School","Union",34.97403892,-80.54062183,2018,5,1
2018-05-02,0.059,"ppm",64,"Monroe School","Union",34.97403892,-80.54062183,2018,5,2
2018-05-03,0.053,"ppm",49,"Monroe School","Union",34.97403892,-80.54062183,2018,5,3
2018-05-04,0.049,"ppm",45,"Monroe School","Union",34.97403892,-80.54062183,2018,5,4
2018-05-05,0.042,"ppm",39,"Monroe School","Union",34.97403892,-80.54062183,2018,5,5
2018-05-06,0.052,"ppm",48,"Monroe School","Union",34.97403892,-80.54062183,2018,5,6
2018-05-07,0.06,"ppm",67,"Monroe School","Union",34.97403892,-80.54062183,2018,5,7
